id,name,description,req_desc,ability_req,abil_req_val,skill_req,skill_req_val,feat_cat_req,pow_abil_req,mart_abil_req,pow_prof_req,mart_prof_req,speed_req,feat_lvl,lvl_req,uses_per_rec,rec_period,category,ability,tags,char_feat,state_feat
711,Unarmored Defense III (Opt 1),"While not wearing armor, reduce all damage taken by 4.",,Fortitude,4,,,,,,,,,3,6,,,Damage Reduction,Vitality,Unarmored,false,false
712,Unarmored Defense III (Opt 2),"While not wearing armor, reduce all damage taken by 7.",,Vitality,5,,,,,,,3,,3,6,,,Damage Reduction,Vitality,Unarmored,false,false
713,Unarmored Evasion,While not wearing armor or wielding a shield increase your Evasion by +2.,,Agility,3,,,,,,,1,,1,,,,Defensive,Agility,Evasion Increase,false,false
714,Unarmored Evasion II,While not wearing armor or wielding a shield increase your Evasion by +3.,,Agility,4,,,,,,,2,,2,4,,,Defensive,Agility,Evasion Increase,false,false
715,Unarmored Evasion III,While not wearing armor or wielding a shield increase your Evasion by +4.,,Agility,5,,,,,,,2,,3,6,,,Defensive,Agility,Evasion Increase,false,false
716,Unbreakable Presence,"When a creature hits you with an attack the first time on a turn, that creature must roll Resolve against your Power Potency, and on failure, the attack misses instead. This state feature can only activate with your state 1 time per recovery.",,,,,,,,,,,,1,,,,Defensive,,"State,Attack Avoidance,",false,true
717,Unbreakable Soul,"You gain +1 to all defenses, excluding Evasion and Vigilance.",And no more than -1 between all negative abilities.,,,,,,,,,,,1,,,,Defensive,,Defense Increase,false,false
718,Undeniable Body,"You may add your Strength or Vitality (choose when obtaining this feat) to Charm Skill rolls; however, you treat failures as one degree lower when doing so.",Vitality or Strength of at least 1.,,,,,,,,,,,1,,,,Utility,Strength/Vitality,Charm,true,false
719,Underdog Confidence,"When an attack by an enemy whose level is higher than yours hits, roll 1d12. On a 12, that attack misses instead.",,,,,,,,,,,,1,,,,Defensive,,Attack Avoidance,false,false
720,Unerring Strike,"Once per turn, when you miss an attack against a creature's Evasion, you may treat the attack as if it hit instead.",,,,,,,,,,,,1,,,,Offensive,,"State,Attack,Evasion,",false,true
721,Unfailing Evasion,"No effect can reduce your Evasion other than self-imposed conditions or effects, and attacks against your Evasion can never have a bonus more than +8 to their roll.",,,,,,,,,,,,1,,,,Defensive,,Evasion,false,false
722,Unfailing Luck,"Whenever you make a skill, attack, or defense roll, you may spend 6 energy as a free action to remove all penalties to that roll. You may do the same as a free reaction to any score targeted as well.",,,,,,,,,,,,1,4,3,Partial,Utility,,"Skill Roll,Attack Roll,Defense Roll,Energy Cost",true,false
723,Unnatural,Increase one ability cap by 1. (Maximum of 6 for basic PC.),,,,,,,,,,,,1,,,,Utility,,Ability Cap,true,false
724,Unnatural Tail,"You may use a quick action to grow a tail for one minute. The tail has the ""block"" and ""reach"" properties and is a 1d4 bludgeoning damage weapon that uses Strength for attack and damage rolls. It counts as a weapon you're proficient with.",,,,,,,,,,,,1,,2,Full,Offensive,,"State,Natural Weapon,Block,Reach",false,true
725,Unpredictable Evasion,"When you or an ally within 6 spaces is targeted by an attack against Evasion, you may use a quick reaction to increase your or that creature's Evasion by your Charisma against that attack, potentially causing it to miss.",,,,,,,,,,,,1,,4,Full,Defensive,,"Quick Reaction,Evasion Increase,Ally,",false,false
726,Unwavering Might,As a quick reaction you may increase your Might by +3 for 4 rounds.,,Might,1,,,,,,,,,1,20,3,Full,Defensive,Might,"Reaction,Might Bonus",true,false
727,Upsell,"When you attempt to buy or sell objects, you can spend 10 minutes with that object and roll Deception. For each degree of success, you can increase or decrease the apparent value by 5% (DS is usually equal to the target creature's Appraise score).",,,,,,,,,,,,1,,,,Utility,,"Deception,Appraise",true,false
728,Urgent Care,"When a creature within 12 spaces that you can see enters the dying condition, you may use a quick reaction to cause that creature to heal Health equal to 1/4 its Health maximum. Each creature within 6 spaces of that creature takes 2d8 spiritual damage and gains the Blind condition until the end of their turn(s).",,,,,,,,,,,,1,,1,Full,Support,,"Quick Reaction,Heal,Dying Condition,",false,false
729,Utility Specialist,"When you use a non-adaptation, non-summoning power that deals no damage and inflicts no conditions, you may choose to spend only 1/2 of the power's Energy cost.",,,,,,,,,,,,1,,1,Full,Utility,,"Power,Energy Cost Reduction,",false,false
730,Variety Evasion,Once per round as a free reaction you can add +2 to your Evasion against Powers or Techniques targeting it.,,,,,,,,,1,1,,1,,,,Evasion,,"Powered Martial,Evasion,",false,false
731,Veil,You may use a quick action to give yourself the Invisible condition until the end of the turn.,,,,,,,,,,,,1,,4,Full,Utility,,"Invisible,Quick Action,",false,false
732,Viable Stability,"When one of your defenses is overcome, you may use a quick reaction to re-roll that defense or have the one causing the effect re-roll. The new roll must be used.",,,,,,,,,,,,1,,,,Defensive,,"State,Reaction,Re-Roll,",false,true
733,Vitality Surge,"When you activate this state, you overheal Health equal to your level.",,,,,,,,,,,,1,,,,Utility,,"State,Overheal,",false,true
734,Wall Walk,"As long as you do not end your turn on a vertical surface, you can move up or down it normally as if it were regular terrain.","At least 1 other Agility, Power, or Technique Feat; or at least 3 Agility.",Agility,3,,,"Agility, Power, Technique",,,,,,1,5,,,Movement,,Wall,true,false
735,War Mount,Mounted creatures with this feat have disadvantage on Intimidation checks against them.,,,,,,,,,,,,1,,,,Utility,,"Mount,Intimidation,",false,false
736,Ward,"Choose 2 creature types. Whenever one of your defenses is targeted by a creature of this type, you gain +5 to that defense.",,,,,,,,,,,,1,,,,Defensive,,"State,Defense Bonus,Creature Type,",false,true
737,Warding,"As a quick reaction to a creature you can see within 6 spaces attacking another creature, you may decrease their roll to attack by 2.",,,,,,,,,,,,1,,2,Partial,Defensive,,"Quick Reaction,Attack Debuff,",false,false
738,Warlock's Power,"Your powers cost 5 less energy to use, but you cannot use non-innate powers that cost less than 1/4th of your energy to use (including the 5 energy reduction and any other reductions). The limitation of the maximum energy a power can cost is 30 multiplied by your Power Proficiency instead of 20 energy as normal.",,,,,,,2,,1,,,1,,,,Utility,,"Power,Energy Cost Reduction,",false,false
739,Warp,"As a basic action, you may teleport to a location you can see within 24 spaces. Any creature within 6 spaces of where you were when you used this action must roll Might against your Potency or be pulled to that location and take 2d6 magic damage, taking half damage if they succeed and not be pulled to that location.",,,,,,,,,,,,1,,1,Full,Utility,,"Teleport,Magic Damage,",false,false
740,Water Breathing,"As a quick action, you gain the ability to breathe underwater for 1 hour.",,,,,,,,,,,,1,5,2,Full,Utility,,Water Breathing,true,false
741,Water Walk,"As long as you do not end your turn on a liquid surface, you can move across it normally as if it were regular terrain.","At least 1 other Agility, Power, or Technique Feat; or at least 3 Agility.",Agility,3,,,"Agility, Power, Technique",,,,,,1,5,,,Movement,,Water,true,false
742,Way of the Monk,"When taking a basic action to attack with unarmed prowess as a technique or as a basic attack, you may make another unarmed attack as part of the same action without applying the multiple attack penalty. Future attacks are treated as having the multiple attack penalty as if you made just one attack.",Proficiency with Unarmed Prowess.,Agility,1,,,,,,,,,1,,,,Offensive,,"Unarmed Prowess,Basic Action,Multi-Attack,",false,false
743,Way of the Monk II,"When taking a basic action to attack with unarmed prowess as a technique or as a basic attack, you may make two more unarmed attacks as part of the same action without applying the multiple attack penalty. Future attacks are treated as having the multiple attack penalty as if you made just one unarmed prowess attack.",,,,,,,,,,,,2,4,,,Offensive,,"Unarmed Prowess,Basic Action,Multi-Attack,",false,false
744,Way of the Monk III,"When taking a basic action to attack with unarmed prowess as a technique or as a basic attack, you may make three more unarmed attacks as part of the same action without applying the multiple attack penalty. Future attacks are treated as having the multiple attack penalty as if you made just one unarmed prowess attack.",,,,,,,,,,,,3,6,,,Offensive,,"Unarmed Prowess,Basic Action,Multi-Attack,",false,false
745,Way of the Monk IV,"When taking a basic action to attack with unarmed prowess as a technique or as a basic attack, you may make four more unarmed attacks as part of the same action without applying the multiple attack penalty. Future attacks are treated as having the multiple attack penalty as if you made just one unarmed prowess attack.",,,,,,,,,,,,4,8,,,Offensive,,"Unarmed Prowess,Basic Action,Multi-Attack,",false,false
746,Weakened Resolve,"When you cause a creature to make a Resolve roll that, on failure, causes and effect (using a power, technique, or feat), you may cause that creature to become frightened for the duration of that effect.",,,,,,,,,,,,1,6,,,Charm,Charisma,Frighten,false,false
747,Weakening Blow,"After hitting a target with a technique, you may choose to spend 2 Energy to apply Weakened 1. You may choose to increase this for each 2 Energy spent, increasing the level of Weakened to a maximum of Weakened 3.",,,,,,,,,,,,1,,2,Partial,Control,,"Technique,Weakened,Spend Energy,",false,false
748,Weapon Bond,"Choose up to 2 weapons. As a free action, you may cause either of these weapons to come to your hand. While you hold either weapon, you cannot be disarmed unless you enter the dying condition. You can change which weapons you are bonded to every Partial Recovery.",,,,,,,,,,,,1,,,,Utility,,Weapon,false,false
749,Weapon Mastery,Decrease the Training Point requirement to acquire proficiency with weapon properties by 1. (You spend one fewer Training Point per weapon property proficiency gained.) You may regain any Training Points you would have saved this way on already acquired proficiencies.,,,,,,,,,,1,,1,,,,Utility,,"Training Points,Weapon Properties,",false,false
750,Weaving,"When you take the Move action more than once in a turn, you gain +1 to your Evasion for the round.",,,,,,,,,,,,1,,,,Defensive,Agility,"Evasion Increase,Move Action,",false,false
751,Weird Resilience,"When you finish a recovery, you may choose a damage type to become resistant to. You are resistant to this damage type until you finish another recovery and can choose a different damage type.",,,,,,,,,,,,1,,,,Defensive,,"Damage Resistance,Recovery,",false,false
752,Wholeness of Body,"As a basic action, you may regain Health equal to three times your level. You cannot be wearing armor or wielding a weapon or shield with a Strength requirement.",,,,,,,,,,,,1,,1,Full,Utility,,Heal,false,false
753,Wild Vitality,"As a quick action, you can enter a state. While in this state, you gain resistance to all piercing, bludgeoning, and slashing damage. The state ends if you do not attack for a round or if you enter the dying condition. To use this feat you cannot be focusing on or sustaining any powers.",,Strength,2,,,,,,,,,1,,2,Partial,Utility,,"State,Damage Resistance,",false,true
754,Wilt and Grow,"As a basic action, you may choose an area within 12 spaces, roll a power attack targeting Fortitude, affecting each creature of your choice inside a 2-space radius sphere. Each creature affected takes 1d6 necrotic damage, and one creature of your choice within the area heals for 1d6. You may level this feat to increase the damage by 1d6, but the level requirement increases by 4 for each level of this feat. The fourth and seventh levels of this feat increase its uses by 1 each.",,,,,,,,,,,,1,,2,Partial,Offensive,,"Power Attack,Necrotic Damage,Heal,Area of Effect",false,false
